title_en,title_am,similarity_score,alternative_position,reason
Full stack Developer (Node.JS expert ),,0,,
Full stack developer with a django framework experience,,0,,
Full stack developer with a .NET experience,,0,,
"Full Stack Developer with Flutter, MySQL, and Laravel Intern",,0,,
Full Stack Django developer,,0,,
Full stack electron js developer,,0,,
FullStackEngineer,,0,,
Full Stack Javascript Developer,,0,,
Full Stack Junior Programmer,,0,,
Full stack Laravel Developer,,0,,
Full Stack Programmer,,0,,
Full Stack senior Laravel Developer,,0,,
Full Stack Symfony Developer,,0,,
Fullstack Typescript Developer,,0,,
Full stack web app,,0,,
Full stack web development and Java tutor,,0,,
Full Stack WordPress Developer,,0,,
full stuck developer,,0,,
Full stuck website and application developer,,0,,
Office ReactNative Developer,,0,,
IT Support,,0,,
PHP or Node.js Backend developer,,0,,
Functional Literacy and Numeracy Trainer,,0,,
Fund Mobilizer Officer,,0,,
FUNDRAISING CONCEPT NOTE developer,,0,,
የገቢ ማሰባሰብ ሽያጭ ሰራተኛ /Fund Raising Sales Person/,,0,,
Furnished Apartment supervisor,,0,,
Fusing paper seller( yematariya wereket le lebs sefet),,0,,
Game zone አጫዋች,,0,,
Game zone and sport bar attendant,,0,,
Game zone pool achawach,,0,,
Game Zone Technician,,0,,
GAVI REACH Project Health Officer,,0,,
GBV and PSS Officer,,0,,
GBV AOR Co-Lead,,0,,
GBV/CARM Officer,,0,,
GBV Case Manager,,0,,
GBV-Case worker,,0,,
GBV Deputy Manager,,0,,
GBV Expert,,0,,
GBV Officer,,0,,
GBV Prevention Officer -,,0,,
GBV Program Specialist,,0,,
GBV/PSS OFFICER,,0,,
GBV Response Officer,,0,,
GBV Technical Advisor,,0,,
GCSRprogram researcher,,0,,
GDS certified Agent,,0,,
Gemstone Quality Assurance,,0,,
Gender Analysis,,0,,
Gender and Communication Adviser,,0,,
Gender and Economic Empowerment Officer,,0,,
Gender and Equality Advisor,,0,,
Gender and Inclusion Coordinator,,0,,
Gender and Livelihood Advisor,,0,,
Gender and Livelihood Specialist,,0,,
Gender and Peace Building Officer,,0,,
Gender and Protection Community Facilitators,,0,,
Gender and Safeguarding Specialist,,0,,
GENDER AND SOCIAL ACCOUNTABILITY ADVISOR,,0,,
Gender and Social Inclusion Advisor,,0,,
Gender and SRH Officers,,0,,
Gender and Youth Focal Person,,0,,
Gender and Youth Integration Officer,,0,,
Gender Based Violence(GBV) Case Worker,,0,,
Gender Based Violence (GBV) Officer,,0,,
Gender Based Violence (GBV) Prevention Officer,,0,,
Gender Based Violence (GBV) Response Officer,,0,,
Gender Coordinator (RFSA),,0,,
"Gender, Diversity and Inclusion (GDI) Advisor",,0,,
Gender Equality and Protection Advisor (GEP -Adviser),,0,,
Gender Equality and Protection Coordinator,,0,,
Gender Equality Project Specialist,,0,,
"Gender Equality, Youth Empowerment, and Social Inclusion Analysis - Consultancy Service",,0,,
"Gender Equality, Youth Empowerment, and Social Inclusion Audit and Strategy Development",,0,,
Gender researcher,,0,,
Gender Senior Officer (GSO),,0,,
Gender training module adaptation/development Improving - Primary Health Care Service Delivery Project,,0,,
"Gender, Youth and Social Dynamics Officer",,0,,
"Gender, Youth Engagement and Safeguarding Lead",,0,,
Accounts and Taxation Section Head,,0,,
Accounts Team Leader,,0,,
Data Encoder,,0,,
health tips blog content provider,,0,,
Service Division Head,,0,,
General Services Division Head,,0,,
Structural Forman,,0,,
Generator Professional,,0,,
Geo database,,0,,
Geography Teaching Assistant (Internship),,0,,
Geologiest,,0,,
Geometric | GIS.,,0,,
German language transcription and data collector,,0,,
German Red Cross Supported Projects’ Coordinator,,0,,
GFD and SF program Manager_ Dollo,,0,,
GIK & TIM Warehouse Manger,,0,,
GIS ACTIVITY MANAGER,,0,,
Glass partition yemisera balemuya,,0,,
Global Head of Data Privacy and Analytics,,0,,
Global Head of IT Enablement,,0,,
Global Health Security (GHS) Advisor,,0,,
Global Mobility Expert,,0,,
Global Perspectives (IGCSE) Teacher,,0,,
Global Plat Form (GP) Focal Person,,0,,
GMAT INSTRUCTOR,,0,,
Golang Backend Developer,,0,,
Golang Backend Engineer,,0,,
Golang Intern software engineer,,0,,
Golden media and events is looking for freelance Sales agents to support it's Investment exhibition project with attractive benefit package.,,0,,
Gomista/ Tire Repairer,,0,,
Google business profile,,0,,
Google maps developer,,0,,
Google Products Translator and Reviewer,,0,,
Google ratings expert,,0,,
GOVERNANCE AND PARTNERSHIPS SPECIALIST: HIGHLANDS RESILIENCE ACTIVITY,,0,,
የGPS ገጣማ,,0,,
GPS Controller,,0,,
GPS Data Entry & Analyst,,0,,
GPS DEVICE(SPEED LIMITER),,0,,
Gps importer(salesman),,0,,
Gps installation and speed limiter,,0,,
GPS installation Technician (installing GPS Trackers on Cars),,0,,
GPS Monitoring Coordinator,,0,,
"GPS, Speed Limiter & Fuel sensor installation engineer/technician",,0,,
GPS System Operator,,0,,
Grade Directors,,0,,
PROFESSIONAL CoTM,,0,,
Granite & Marble Production Manager,,0,,
Grant Document Writer,,0,,
"Grant, Risk and Compliance Officer _ Addis Ababa",,0,,
"Grants & Contracts Manager, Ethiopia Sustainable Peace Activity",,0,,
Graphical design,,0,,
graphic desginer,,0,,
graphic desginer and social media marketer,,0,,
Social Media Content Creator,,0,,
social Media controller,,0,,
Graphic Designer for Children's Book Illustrations,,0,,
Graphic Designer for Telegram Channel,,0,,
Graphic Designer / Mainly Soical Media Banner Design,,0,,
Graphic designerOffice secretary combo,,0,,
Graphics design and CNC machine operator,,0,,
Video Editing Teacher For YouTube,,0,,
Graphics Design Cum Office Manager,,0,,
Graphics Designer & Social Media Marketer PLUS Sales,,0,,
Graphics design/social media manager (Unpaid internship),,0,,
"Graphics design, specially motion graphics for an event company",,0,,
Ground Pricing Quoting Administrator,,0,,
Group Conference & Events Sales Executive,,0,,
Group Reservation Agent,,0,,
Growth Initiative Manager (GIM),,0,,
gRPC developer in Go lang,,0,,
GSE/GTV Body Repair Mechanic,,0,,
GSE/GTV Mechanic,,0,,
Guest Relation Officer,,0,,
Guest Relations Manager,,0,,
Guidance & Councilors,,0,,
Gympson and aluminum work,,0,,
gynecologist,,0,,
Gynecologist & Obstetrician,,0,,
Gynecologist & Obstetrician Specialist,,0,,
Habesha hand tilf,,0,,
Hand Crafts (Paper Bag and others),,0,,
Handling finance and organizing expense and revenue and accounting works,,0,,
Handling finance and organizing expense and revenue and other accounting works,,0,,
Hardware and software maintinance,,0,,
Hardware & Networking servicing Teacher,,0,,
Havana printing,,0,,
HC Strategy & System Development Manager,,0,,
"Head, Branding and Digital Marketing Division",,0,,
"Head, Business Development and Partnership",,0,,
Head Campus Quality Assurance,,0,,
"Head, Collection & Disbursement unit",,0,,
Head Commercial & Operation,,0,,
"Head, Cost and Budget Division",,0,,
"Head, Curriculum, Materials Development & Distribution",,0,,
Head Customer support,,0,,
"Head, Disaster Risk Management (DRM) Division",,0,,
Head Druggist,,0,,
"Head ,Employee Benefity and Compasation",,0,,
"Head, Finance and Business Optimization",,0,,
"Head, Finance, HR and Shareholder’s administration",,0,,
"Head, Financing Portfolio Section",,0,,
"Head, Financing Portfolio Section (Interest Free Banking Department)",,0,,
Head –Fleet and Transport,,0,,
"Head, Gender and Social Inclusion Department",,0,,
"Head, General Accounts Division",,0,,
"Head, General Service Division",,0,,
"Head, General Service & Materials Management Division",,0,,
Head Health Services- Alemgena Site,,0,,
"Head, HR Admin & General Service Division",,0,,
"Head, HRD & Change Mgt. Division",,0,,
"Head, HRM Division",,0,,
"Head, IFB-Finance & Accounts Section",,0,,
"Head, Innovation Center",,0,,
"Head, Internal Control",,0,,
"Head, Management Information System Section",,0,,
Head of content and production,,0,,
Head of content creater,,0,,
Head of digital content,,0,,
Head of Investment - Ethiopia,,0,,
Head of Mission Support,,0,,
"Head of Monitoring, Evaluation, Research & Learning (MERL)",,0,,
Head of National Programs,,0,,
Head of Retails ETrade,,0,,
Head of Strategy,,0,,
Head of Sub Office/ Field Office,,0,,
Head of Treasury,,0,,
"Head, Project Equipment Maintenance Section",,0,,
Head Research and Community Engagement,,0,,
"Head, Rewards and Benefits Section",,0,,
"Head, SME Loans Section",,0,,
Head Store Keeper,,0,,
"Head, Succession and Career Section",,0,,
Head- Training & Development,,0,,
Health and Nutrition & FSL Coordinator,,0,,
Health and Nutrition IM Intern,,0,,
Health and Nutrition in Emergency Specialist,,0,,
Healthcare Quality Assessor,,0,,
Health Content Creator,,0,,
Health Information Management Service (HIMS),,0,,
Health/ Medical Video content creators,,0,,
"Health Officer, EHF Project /Afar region, Teru Woreda",,0,,
Health Systems Strengthening (HSS) Officer,,0,,
Healthy Village Project Coordinator,,0,,
Highly motivated Digital Marketer and content developer,,0,,
High Quality Printing Service,,0,,
High quality rendering from SOLIDWORKS assembly file,,0,,
HINGO Deputy Director,,0,,
HIV counselor and Interviewer,,0,,
HIV Service Linkage Officer,,0,,
HIV Service Officer/ Community Engagement Facilitator.,,0,,
HKOFood Preparation Instructor,,0,,
HOD – Telecoms & Managed Services,,0,,
"Home Psychiatrist/Psychologist (Parttime, for Kids)",,0,,
Honey Marketing and Livelihood Facilitator,,0,,
Honey Marketing and Livelihood Officer,,0,,
ፕሮግራም አስተዋዋቂ (host),,0,,
Host and Show Manager for a YouTube Channel,,0,,
"Host for Digital Talk Show (Lead): Males & Females, 21+ (Excellent English Speaker)",,0,,
Host for our Social media channel,,0,,
Host for (Virtual Reality) VR Video,,0,,
የቤት አያያዝ አስተዳዳሪ,,0,,
Housemaid,,0,,
HR Admin & Payroll Head,,0,,
HR Business Partner-For Dire Dawa District Office,,0,,
HR Business Partner Office,,0,,
HR Business Partner Supervisor,,0,,
HR & Data record System,,0,,
HR Division Business Development Team Lead,,0,,
HR Internship,,0,,
HRM Division Head,,0,,
HR Policy Manual Preparation,,0,,
HSE Enginer,,0,,
HSE Head,,0,,
HST Young Leaders Professional Development Program,,0,,
HTML & CSS drveloper,,0,,
"HTML,css, js, php coder",,0,,
Humam Resource Management (Cafe & Restaurant Experience only),,0,,
Humanitarian Disarmament and Peace Building (HDP) Coordinator,,0,,
Humanitarian response/Voluntary Services,,0,,
Human Recourse Documentation Assistant,,0,,
Hygiene and SBC Coordinator:,,0,,
Hygiene Promotion/PLA Officer,,0,,
Hygiene & Sanitation Promoter,,0,,
IaC Developer,,0,,
"ICAP National Technical Advisor, GF-C19RM",,0,,
Icon Pack Designer,,0,,
ICT Assistant - Maternity Cover,,0,,
ICU and Critical Care Nurse,,0,,
ICU Cardiac Nurse,,0,,
IDS Support Executive,,0,,
IFB Financing Analysis & Appraisal Officer,,0,,
IFB Financing Portfolio and Recovery Mg’t Officer,,0,,
IFB Information Documentation Officer,,0,,
IFB Research and Development Officer,,0,,
IFB Senior CRM,,0,,
IFRS Adoption Officer,,0,,
IFRS OFFICER' for a Property Valuation company,,0,,
ILaNS Technical Program Coordinator,,0,,
Illustrator for B&W traditional African designs,,0,,
Imaginative business card designer,,0,,
IMAM Research Project Coordinator,,0,,
Implementation Director,,0,,
Implementation Support Assistant,,0,,
Inclusive Health Services Project officer for Inclusive MBMF project,,0,,
Inclusive Value Chain Development Advisor - Highland Resilience Activity,,0,,
Income Generating Activities (IGA) Manager,,0,,
Indirect Tv and Radio promoters,,0,,
Indoor and Networking Sales,,0,,
Infant and Young Child Feeding in Emergencies (IYCF-E) Officer,,0,,
Infection Prevention and Control (IPC) Senior Expert,,0,,
Infographics and Website Designer,,0,,
Information on ride hailing business,,0,,
Information Services Specialist (Addis Ababa),,0,,
Infrastructure Rehabilitation Overseer,,0,,
Ink-jet Department Trainee (Graduates),,0,,
Innovation and System Development Officer,,0,,
Instagram And Facebook Advertiser,,0,,
INSTRUCTION TO BIDDER FOR THE AUDIT OF ACCOUNTS OF Association for Human Rights in Ethiopia AHRE,,0,,
Livelihood And Nutrition Security/ILANS Officer,,0,,
Interen creative content creator,,0,,
Interest Free Banking Retail CRM,,0,,
Interfacing and microcomputing project,,0,,
Interfacing course project,,0,,
Intergrated Livelihood and Nutrition Security Officer,,0,,
PHP programer,,0,,
3ds Max software trainer,,0,,
International card holder,,0,,
International English Proficiency Exams Coach,,0,,
International Health Regulations Strengthening Project – Technical Advisor,,0,,
"Intern, AYSRH program",,0,,
Intern Digital Markter,,0,,
Internet አስጠቃሚ,,0,,
Internet and movie center,,0,,
Internet Cafe and Mobile Accessories Assistant,,0,,
Internet cafe and photo copy bet,,0,,
Internet cafe Assistant,,0,,
Internet Cafe Clark & Typist,,0,,
Internet/Game cafe Admin,,0,,
Intern Flutter App developer,,0,,
Intern flutter developer,,0,,
INTERN FOR DIGITAL BRANDING AND SOCIAL MEDIA MANAGMENT,,0,,
Intern for Marketing and coding jobs,,0,,
Intern Frontend Developer,,0,,
Intern Front End Developer,,0,,
Intern full stack developer,,0,,
Intern Fullstack Developer For Marketplace Platform,,0,,
Intern or junior level ui designer,,0,,
Intern PHP Developer,,0,,
Reporter with Management Skills,,0,,
Internship Digital Marketer & Marketing Strategist (Remote Unpaid),,0,,
Internship Entry Level Laravel Developer,,0,,
creative writing and graphic design,,0,,
Internship in different assignments in local and international seed companies,,0,,
"Monitoring and Evaluation, Knowledge Management",,0,,
Internship opportunity at management and HR team,,0,,
Internship Opportunity under United Nations,,0,,
Internship(paid),,0,,
Internship(paid) Full stack developer,,0,,
"internship program on marketing, android development and full stack web development.",,0,,
Social media marketer with a knowledge of graphic designing,,0,,
"Website designer, specifically an expert in WordPress",,0,,
"Intern Software Developer (Contract bases) Company: Digital Habesha Media, Communications & Marketing",,0,,
Intern telegram bot developer,,0,,
USAID-Integrated Youth Activity (IYA),,0,,
Writer and Social Media Manager,,0,,
Interview and documentary production of coffee farmers,,0,,
Inventory Controller and Data Encoding Officer,,0,,
Invitation for Bids: Development of Business Continuity Plan and Organization Manual Revision,,0,,
Ionic Angular Developer,,0,,
Ionic/PHP Developer,,0,,
IOS developer with flutter,,0,,
IOS Help Desk Support,,0,,
IOS Swift Developer,,0,,
IP Local Engineer,,0,,
Ip sec configuration using public ip,,0,,
IQFS Document Controller,,0,,
Islamic banking (interest free Bank) core system support Engineer,,0,,
ISP (Inside Plant) Engineer,,0,,
"Research Intern, Africa Peace and Security Governance",,0,,
IT personnel and digital marketing,,0,,
IT Solutions Company Sales,,0,,
IT SPECIALIST/ DATA ENCODER,,0,,
IT specialist On Dijtal Markating,,0,,
IT Support and archive Officer,,0,,
trainer and data encoder assistant,,0,,
IWASH Technical Program Coordinator,,0,,
IYCF-E Officer/Breastfeeding Counselor,,0,,
Jar and Emergency Water Treatment Junior Chemist,,0,,
java project,,0,,
Java & React Native Developer,,0,,
JavaScript ecommerce Developer,,0,,
JavaScript Full stack developer,,0,,
JavaScript to React Component Conversion Specialist,,0,,
Java Spring Boot Developer,,0,,
java webservice developer,,0,,
.jdyi antivirus vendor,,0,,
Community Engagement and Early Warning Officer,,0,,
JEOP Cash Assistance/E-payment Facilitator,,0,,
JEOP Program Manager I-Operations,,0,,
Jingle/Soundtrack Designer for Tutorial Animation,,0,,
Community Help Desk (CHD) facilitator,,0,,
Network Marketing with international company,,0,,
Johns Hopkins Center for Communication Programs (CCP) Implementation Research Project Scope of Work for Data collectors and Supervisors,,0,,
Joint Venture Agreement Expert/Writer,,0,,
JPO - Gender and Communications Analyst,,0,,
JSI Senior Web Applications Developer,,0,,
Juice and Ice cream maker,,0,,
Stock Manger,,0,,
Junior accountants for wehib chemicals trading,,0,,
Junior account Executive,,0,,
Junior Actress for Juice Advertisement,,0,,
Junior and Senior Researchers/ Consultants,,0,,
ጀማሪ ካሜራማን እና ኤዲተር Junior Cameraman and Editor,,0,,
Junior Claims and Recovery Officer,,0,,
Junior Claims Officer,,0,,
Junior Clearing and Settlement Officer,,0,,
Junior Climate Change Advisor’’,,0,,
Junior Collateral Valuator,,0,,
Junior Container Documentation Officer,,0,,
Junior Content Crater,,0,,
Junior Cooperative Advisor (m/f),,0,,
Junior Core Banking Systems Pre Sales Engineer,,0,,
Junior Cost & Budget Accountant,,0,,
Junior Customer Accounts and Due Diligence Officer,,0,,
Junior Customer Relation Officers/External,,0,,
Junior Customer Relations Manager ( parttime),,0,,
Junior Cvent Developer,,0,,
Junior Data Encoder,,0,,
Junior direct/showroom sales,,0,,
Junior event planner and executor,,0,,
Junior tv program host,,0,,
Junior flutter developer,,0,,
Junior Grant Office / Data Management & Reporting /,,0,,
Junior investment expert internship program,,0,,
Junior IT Support Engineer,,0,,
Junior Java Developer,,0,,
Junior Laravel Developer,,0,,
Junior Laravel Software Developer,,0,,
Junior Liaison and Transit Officer,,0,,
Junior Liason Office,,0,,
Junior Marketing and finance assistance,,0,,
Junior Mobile & Internet Banking Officer,,0,,
Junior Operation and Client Care Executive,,0,,
Junior Outdoor/Showroom Sales,,0,,
Junior People Operation Liaison,,0,,
Junior photo shoot model,,0,,
Junior Project Appraisal Officer (Re-advertised),,0,,
Junior Property and General Service Officer,,0,,
Junior Property Valuato,,0,,
Junior Proposal Writer Intern,,0,,
Junior Researcher: Laboratory Logistics and Quality Management,,0,,
Junior Researcher (Malaria Microscopist),,0,,
Junior Researcher (Public Health),,0,,
Junior Reward & Employee Services Officer (Re-advertised),,0,,
Junior Sales & Marketing,,0,,
እስክሪክሪፕት ደራሲ,,0,,
Senior Developer Call,,0,,
